type,days_for_shipping_real,days_for_shipment_scheduled,benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date_dateorders,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_image,product_name,product_price,product_status,shipping_date_dateorders,shipping_mode
TRANSFER,5,4,9.6,240.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,647,Rios,XXXXXXXXX,Consumer,PR,4167 Stony Extension,725.0,5,Golf,18.359076,-66.077835,LATAM,Montevideo,Uruguay,647,2015-03-13 18:59:00,4919,502,10.0,0.04,12307,50.0,0.04,5,250.0,240.0,9.6,South America,Montevideo,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-03-18 18:59:00,Standard Class
TRANSFER,6,4,55.09,189.95,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Tammy,6398,Smith,XXXXXXXXX,Consumer,PR,7370 Sleepy Way,725.0,5,Golf,18.263788,-66.37053,LATAM,Buenos Aires,Argentina,6398,2017-02-07 09:47:00,52640,627,10.0,0.05,131580,39.99,0.29,5,199.95,189.95,55.09,South America,Buenos Aires,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-02-13 09:47:00,Standard Class
TRANSFER,4,4,68.59,188.95,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4209,Lara,XXXXXXXXX,Consumer,PR,1613 Broad Beach,725.0,5,Golf,18.203304,-66.37052,LATAM,São Paulo,Brasil,4209,2015-04-03 19:08:00,6358,627,11.0,0.06,15921,39.99,0.36,5,199.95,188.95,68.59,South America,São Paulo,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2015-04-07 19:08:00,Standard Class
TRANSFER,2,4,51.98,236.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8917,Smith,XXXXXXXXX,Consumer,PR,4992 Jagged Forest Subdivision,725.0,5,Golf,18.22487,-66.37052,LATAM,Barueri,Brasil,8917,2017-04-13 14:25:00,57106,502,13.75,0.06,142841,50.0,0.22,5,250.0,236.25,51.98,South America,São Paulo,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-04-15 14:25:00,Standard Class
TRANSFER,6,4,-23.63,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,7784,Smith,XXXXXXXXX,Consumer,PR,3216 Red Glade,725.0,5,Golf,18.25061,-66.37063,LATAM,Arapongas,Brasil,7784,2015-04-02 03:33:00,6245,502,13.75,0.06,15634,50.0,-0.1,5,250.0,236.25,-23.63,South America,Paraná,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-04-08 03:33:00,Standard Class
TRANSFER,2,4,66.89,136.5,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Christina,1425,Harvey,XXXXXXXXX,Consumer,PR,3481 Crystal Campus,725.0,5,Golf,18.273403,-66.37052,LATAM,Camagüey,Cuba,1425,2017-01-31 11:43:00,52166,642,13.5,0.09,130341,30.0,0.49,5,150.0,136.5,66.89,Caribbean,Camagüey,PENDING,642,29,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,30.0,0,2017-02-02 11:43:00,Standard Class
TRANSFER,3,4,11.46,181.95,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,2737,Smith,XXXXXXXXX,Consumer,PR,5424 Rustic Anchor Boulevard,725.0,5,Golf,18.29138,-66.37054,LATAM,Las Tunas,Cuba,2737,2017-03-30 23:12:00,56172,627,18.0,0.09,140494,39.99,0.06,5,199.95,181.95,11.46,Caribbean,Las Tunas,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-04-02 23:12:00,Standard Class
TRANSFER,5,4,22.5,225.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6428,Smith,XXXXXXXXX,Consumer,PR,3567 Heather Knoll,725.0,5,Golf,18.247389,-66.370575,LATAM,Santo Domingo,República Dominicana,6428,2017-03-25 23:02:00,55829,502,25.0,0.1,139611,50.0,0.1,5,250.0,225.0,22.5,Caribbean,Santo Domingo,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-03-30 23:02:00,Standard Class
TRANSFER,4,4,67.5,225.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Alexander,6543,Smith,XXXXXXXXX,Consumer,PR,7958 Thunder Apple Street,725.0,5,Golf,18.279205,-66.37055,LATAM,Tepic,México,6543,2017-02-05 01:01:00,52478,502,25.0,0.1,131161,50.0,0.3,5,250.0,225.0,67.5,Central America,Nayarit,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-02-09 01:01:00,Standard Class
TRANSFER,3,4,78.28,173.96,Advance shipping,0,29,Shop By Sport,Guayama,Puerto Rico,XXXXXXXXX,Sandra,3990,Smith,XXXXXXXXX,Consumer,PR,6496 Harvest Highlands,784.0,5,Golf,17.98249,-66.11267,LATAM,San Miguelito,Panamá,3990,2017-04-15 14:04:00,57242,627,25.99,0.13,143183,39.99,0.45,5,199.95,173.96,78.28,Central America,Panamá,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-04-18 14:04:00,Standard Class
TRANSFER,3,4,104.4,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Ruth,8524,Farrell,XXXXXXXXX,Consumer,PR,1453 Lazy Cider Hill,725.0,5,Golf,18.24496,-66.37054,LATAM,Ixtapaluca,México,8524,2015-02-15 18:40:00,3137,502,32.5,0.13,7805,50.0,0.48,5,250.0,217.5,104.4,Central America,México,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-02-18 18:40:00,Standard Class
TRANSFER,3,4,47.85,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9204,Harris,XXXXXXXXX,Consumer,PR,8713 Quaking Abbey,725.0,5,Golf,18.284536,-66.370605,LATAM,Maceió,Brasil,9204,2017-05-27 16:48:00,60127,502,32.5,0.13,150464,50.0,0.22,5,250.0,217.5,47.85,South America,Alagoas,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-05-30 16:48:00,Standard Class
TRANSFER,4,4,44.19,169.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Lauren,11761,Coleman,XXXXXXXXX,Consumer,PR,1285 Noble Pointe,725.0,5,Golf,18.283392,-66.370514,LATAM,David,Panamá,11761,2015-02-25 20:46:00,3828,627,29.99,0.15,9521,39.99,0.26,5,199.95,169.96,44.19,Central America,Chiriquí,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2015-03-01 20:46:00,Standard Class
TRANSFER,2,4,8.5,212.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9554,Hayes,XXXXXXXXX,Consumer,PR,6314 Honey Canyon,725.0,5,Golf,18.221725,-66.37059,LATAM,Belo Horizonte,Brasil,9554,2017-05-31 11:33:00,60386,502,37.5,0.15,151122,50.0,0.04,5,250.0,212.5,8.5,South America,Minas Gerais,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-06-02 11:33:00,Standard Class
TRANSFER,4,4,83.98,167.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,5118,Smith,XXXXXXXXX,Consumer,PR,1388 Blue Turnabout,725.0,5,Golf,18.253332,-66.370514,LATAM,Santiago de Cuba,Cuba,5118,2015-01-15 04:32:00,973,627,31.99,0.16,2420,39.99,0.5,5,199.95,167.96,83.98,Caribbean,Santiago de Cuba,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2015-01-19 04:32:00,Standard Class
TRANSFER,5,4,70.14,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Gregory,5506,Smith,XXXXXXXXX,Consumer,PR,1122 Old Fox Lookout,725.0,5,Golf,18.229769,-66.37053,LATAM,San Pedro Sula,Honduras,5506,2017-04-26 15:16:00,57999,502,42.5,0.17,145119,50.0,0.34,5,250.0,207.5,70.14,Central America,Cortés,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-05-01 15:16:00,Standard Class
TRANSFER,6,4,72.63,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1423,Day,XXXXXXXXX,Consumer,PR,257 Iron Elk Maze,725.0,5,Golf,18.229784,-66.370544,LATAM,Lima,Perú,1423,2017-03-07 19:12:00,54585,502,42.5,0.17,136527,50.0,0.35,5,250.0,207.5,72.63,South America,Lima (ciudad),PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-03-13 19:12:00,Standard Class
TRANSFER,4,4,-140.0,200.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,138,Dawson,XXXXXXXXX,Consumer,PR,9544 Noble Spring Route,725.0,5,Golf,18.227581,-66.04357,LATAM,Holguín,Cuba,138,2017-04-20 18:47:00,57598,502,50.0,0.2,144075,50.0,-0.7,5,250.0,200.0,-140.0,Caribbean,Holguín,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-04-24 18:47:00,Standard Class
TRANSFER,5,4,-32.6,200.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6360,Phillips,XXXXXXXXX,Consumer,PR,7094 Misty Wynd,725.0,5,Golf,18.222973,-66.37059,LATAM,Orizaba,México,6360,2017-03-03 06:14:00,54274,502,50.0,0.2,135699,50.0,-0.16,5,250.0,200.0,-32.6,Central America,Veracruz,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-03-08 06:14:00,Standard Class
TRANSFER,4,4,68.98,149.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Ronald,2053,Smith,XXXXXXXXX,Consumer,PR,1025 Colonial Plaza,725.0,5,Golf,18.241207,-66.37051,LATAM,Managua,Nicaragua,2053,2017-06-04 16:06:00,60673,627,49.99,0.25,151869,39.99,0.46,5,199.95,149.96,68.98,Central America,Managua,PENDING,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99,0,2017-06-08 16:06:00,Standard Class
TRANSFER,3,4,-11.81,187.5,Advance shipping,0,24,Women's Apparel,Juana Diaz,Puerto Rico,XXXXXXXXX,Mary,10344,Smith,XXXXXXXXX,Consumer,PR,2839 Grand Timber Canyon,795.0,5,Golf,18.05199,-66.50185,LATAM,Villahermosa,México,10344,2017-05-16 21:33:00,59387,502,62.5,0.25,148673,50.0,-0.06,5,250.0,187.5,-11.81,Central America,Tabasco,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-05-19 21:33:00,Standard Class
TRANSFER,6,4,52.5,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Tammy,6398,Smith,XXXXXXXXX,Consumer,PR,7370 Sleepy Way,725.0,5,Golf,18.263788,-66.37053,LATAM,Buenos Aires,Argentina,6398,2017-02-07 09:47:00,52640,502,62.5,0.25,131577,50.0,0.28,5,250.0,187.5,52.5,South America,Buenos Aires,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-02-13 09:47:00,Standard Class
TRANSFER,3,4,91.88,187.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3375,Sanchez,XXXXXXXXX,Consumer,PR,6174 Wishing Front,725.0,5,Golf,18.206642,-66.37053,LATAM,Quixadá,Brasil,3375,2015-05-27 01:32:00,10007,502,62.5,0.25,24992,50.0,0.49,5,250.0,187.5,91.88,South America,Ceará,PENDING,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-05-30 01:32:00,Standard Class
TRANSFER,5,4,29.69,237.55,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Melissa,1339,Mack,XXXXXXXXX,Consumer,PR,9447 Dusty Gate Centre,725.0,6,Outdoors,18.278252,-66.3706,LATAM,Mejicanos,El Salvador,1339,2017-03-28 05:20:00,55984,818,2.4,0.01,139976,47.99,0.13,5,239.95,237.55,29.69,Central America,San Salvador,PENDING,818,37,http://images.acmesports.sports/Titleist+Pro+V1x+Golf+Balls,Titleist Pro V1x Golf Balls,47.99,0,2017-04-02 05:20:00,Standard Class
TRANSFER,4,4,73.7,153.55,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Alexander,6543,Smith,XXXXXXXXX,Consumer,PR,7958 Thunder Apple Street,725.0,6,Outdoors,18.279205,-66.37055,LATAM,Tepic,México,6543,2017-02-05 01:01:00,52478,825,6.4,0.04,131164,31.99,0.48,5,159.95,153.55,73.7,Central America,Nayarit,PENDING,825,37,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Tennessee+Titans+Golf...,Bridgestone e6 Straight Distance NFL Tennesse,31.99,0,2017-02-09 01:01:00,Standard Class
TRANSFER,6,4,-79.19,395.96,Late delivery,1,38,Kids' Golf Clubs,Guayama,Puerto Rico,XXXXXXXXX,Sandra,3990,Smith,XXXXXXXXX,Consumer,PR,6496 Harvest Highlands,784.0,6,Outdoors,17.98249,-66.11267,LATAM,Mixco,Guatemala,3990,2017-05-02 03:00:00,58375,306,53.99,0.12,146090,89.99,-0.2,5,449.95,395.96,-79.19,Central America,Guatemala,PENDING,306,38,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,89.99,0,2017-05-08 03:00:00,Standard Class
TRANSFER,4,4,34.85,124.46,Shipping on time,0,44,Hunting & Shooting,Caguas,Puerto Rico,XXXXXXXXX,Mary,7247,Smith,XXXXXXXXX,Consumer,PR,6401 Shady Embers Farms,725.0,7,Fan Shop,18.22776,-66.37059,LATAM,Nueva Gerona,Cuba,7247,2017-04-03 23:53:00,56448,977,25.49,0.17,141192,29.99,0.28,5,149.95,124.46,34.85,Caribbean,Isla de la Juventud,PENDING,977,44,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,29.99,0,2017-04-07 23:53:00,Standard Class
TRANSFER,2,4,74.09,284.95,Advance shipping,0,3,Baseball & Softball,Caguas,Puerto Rico,XXXXXXXXX,Maria,1273,Evans,XXXXXXXXX,Consumer,PR,595 Indian Path,725.0,2,Fitness,18.236244,-66.37062,LATAM,Buenos Aires,Argentina,1273,2015-04-30 23:49:00,8221,44,15.0,0.05,20537,59.99,0.26,5,299.95,284.95,74.09,South America,Buenos Aires,PROCESSING,44,3,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99,0,2015-05-02 23:49:00,Standard Class
TRANSFER,5,4,149.99,499.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Eugene,6277,Smith,XXXXXXXXX,Consumer,PR,1820 Noble Elk Harbour,725.0,3,Footwear,18.219492,-66.37053,LATAM,Chimaltenango,Guatemala,6277,2017-04-27 03:32:00,58034,191,0.0,0.0,145203,99.99,0.3,5,499.95,499.95,149.99,Central America,Chimaltenango,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-05-02 03:32:00,Standard Class
TRANSFER,4,4,-18.81,494.95,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,7701,Lawson,XXXXXXXXX,Consumer,PR,1577 Green Vista,725.0,3,Footwear,18.252892,-66.37058,LATAM,Villa Nueva,Guatemala,7701,2015-02-02 03:27:00,2203,191,5.0,0.01,5525,99.99,-0.04,5,499.95,494.95,-18.81,Central America,Guatemala,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-02-06 03:27:00,Standard Class
TRANSFER,5,4,140.64,484.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,John,4126,Stokes,XXXXXXXXX,Consumer,PR,9920 Little Lane,725.0,3,Footwear,18.22985,-66.37062,LATAM,Quito,Ecuador,4126,2017-02-13 16:05:00,53069,191,15.0,0.03,132642,99.99,0.29,5,499.95,484.95,140.64,South America,Pichincha,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-02-18 16:05:00,Standard Class
TRANSFER,2,4,36.0,479.95,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9528,Flores,XXXXXXXXX,Consumer,PR,3089 Gentle Horse Chase,725.0,3,Footwear,18.2219,-66.37052,LATAM,Managua,Nicaragua,9528,2017-05-27 23:28:00,60146,191,20.0,0.04,150522,99.99,0.08,5,499.95,479.95,36.0,Central America,Managua,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-05-29 23:28:00,Standard Class
TRANSFER,5,4,179.98,479.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,1853,Austin,XXXXXXXXX,Consumer,PR,4090 Colonial End,725.0,3,Footwear,18.260191,-66.37053,LATAM,Valle de La Pascua,Venezuela,1853,2017-03-19 19:53:00,55409,191,20.0,0.04,138585,99.99,0.38,5,499.95,479.95,179.98,South America,Guárico,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-03-24 19:53:00,Standard Class
TRANSFER,4,4,-783.67,474.95,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Roy,11149,Smith,XXXXXXXXX,Consumer,PR,4601 Amber Grove Hollow,725.0,3,Footwear,18.281286,-66.37051,LATAM,San Miguelito,Panamá,11149,2015-05-07 15:56:00,8678,191,25.0,0.05,21674,99.99,-1.65,5,499.95,474.95,-783.67,Central America,Panamá,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-05-11 15:56:00,Standard Class
TRANSFER,6,4,199.48,474.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Katherine,5828,Oconnell,XXXXXXXXX,Consumer,PR,2127 Middle Goose Mews,725.0,3,Footwear,18.211018,-66.37053,LATAM,San Miguelito,Panamá,5828,2015-04-27 11:23:00,7980,191,25.0,0.05,19945,99.99,0.42,5,499.95,474.95,199.48,Central America,Panamá,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-05-03 11:23:00,Standard Class
TRANSFER,6,4,-269.97,449.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,6887,Smith,XXXXXXXXX,Consumer,PR,8840 Harvest Towers,725.0,3,Footwear,18.220198,-66.37058,LATAM,Petapa,Guatemala,6887,2017-04-14 18:06:00,57185,191,50.0,0.1,143043,99.99,-0.6,5,499.95,449.96,-269.97,Central America,Guatemala,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-04-20 18:06:00,Standard Class
TRANSFER,2,4,-22.5,449.96,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Janet,4781,Smith,XXXXXXXXX,Consumer,PR,8617 Cinder Mountain Forest,725.0,3,Footwear,18.25534,-66.37051,LATAM,Cotia,Brasil,4781,2015-05-07 01:13:00,8636,191,50.0,0.1,21551,99.99,-0.05,5,499.95,449.96,-22.5,South America,São Paulo,PROCESSING,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-05-09 01:13:00,Standard Class
TRANSFER,3,4,59.06,337.46,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Mary,10668,Smith,XXXXXXXXX,Consumer,PR,5087 Crystal Hills Manor,725.0,3,Footwear,18.232159,-66.37059,LATAM,Itapecuru Mirim,Brasil,10668,2017-06-12 05:55:00,61192,251,112.49,0.25,153077,89.99,0.18,5,449.95,337.46,59.06,South America,Marañón,PROCESSING,251,12,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.99,0,2017-06-15 05:55:00,Standard Class
TRANSFER,2,4,140.98,299.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5421,Carlson,XXXXXXXXX,Consumer,PR,1548 Lazy Place,725.0,4,Apparel,18.207376,-66.37055,LATAM,León,Nicaragua,5421,2017-03-26 15:30:00,55876,365,0.0,0.0,139714,59.99,0.47,5,299.95,299.95,140.98,Central America,León,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-03-28 15:30:00,Standard Class
TRANSFER,2,4,81.66,296.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Nicole,10200,Smith,XXXXXXXXX,Consumer,PR,9009 Merry Nectar Heights,725.0,4,Apparel,18.273315,-66.370605,LATAM,Tlalpan,México,10200,2017-02-17 11:52:00,53331,365,3.0,0.01,133251,59.99,0.28,5,299.95,296.95,81.66,Central America,Distrito Federal,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-02-19 11:52:00,Standard Class
TRANSFER,6,4,18.41,296.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Sharon,11254,Smith,XXXXXXXXX,Consumer,PR,4316 Misty Way,725.0,4,Apparel,18.262665,-66.37061,LATAM,Apopa,El Salvador,11254,2017-01-25 01:13:00,51725,365,3.0,0.01,129241,59.99,0.06,5,299.95,296.95,18.41,Central America,San Salvador,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-01-31 01:13:00,Standard Class
TRANSFER,3,4,33.22,293.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,11106,Navarro,XXXXXXXXX,Consumer,PR,6324 Lazy Lane,725.0,4,Apparel,18.260164,-66.37059,LATAM,Cipolletti,Argentina,11106,2017-02-06 06:27:00,52562,365,6.0,0.02,131382,59.99,0.11,5,299.95,293.95,33.22,South America,Río Negro,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-02-09 06:27:00,Standard Class
TRANSFER,5,4,25.31,290.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8456,Smith,XXXXXXXXX,Consumer,PR,9198 Rocky Run,725.0,4,Apparel,18.245352,-66.3706,LATAM,Mejicanos,El Salvador,8456,2017-05-22 06:08:00,59754,365,9.0,0.03,149532,59.99,0.09,5,299.95,290.95,25.31,Central America,San Salvador,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-05-27 06:08:00,Standard Class
TRANSFER,5,4,-239.86,287.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Matthew,6149,Bush,XXXXXXXXX,Consumer,PR,5736 Heather Byway,725.0,4,Apparel,18.21775,-66.370605,LATAM,La Ceiba,Honduras,6149,2017-02-21 01:00:00,53574,365,12.0,0.04,133893,59.99,-0.83,5,299.95,287.95,-239.86,Central America,Atlántida,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2017-02-26 01:00:00,Standard Class
TRANSFER,5,4,-155.9,283.45,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Anthony,1473,Young,XXXXXXXXX,Consumer,PR,7334 Umber Expressway,725.0,4,Apparel,18.292149,-66.37061,LATAM,Córdoba,México,1473,2015-01-06 19:26:00,399,365,16.5,0.06,989,59.99,-0.55,5,299.95,283.45,-155.9,Central America,Veracruz,PROCESSING,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2015-01-11 19:26:00,Standard Class
